AverageAbsQ,AverageAction,AverageQLoss,Epoch,QFunRegParamNorm,MaxEsReturn,MinEsReturn,MaxReturn,AverageReturn,AverageQ,AverageEsReturn,AverageAbsY,AverageDiscountedReturn,Iteration,AveragePolicySurr,AverageY,MinReturn,StdEsReturn,AverageAbsQYDiff,StdReturn,PolicyRegParamNorm
130.479,0.850595,65.5443,124,62.306,247.057031455,-3.17799512299,489.640364272,251.249955651,130.313,84.3344176632,130.450751728,91.4002510782,124,-133.961,130.336308424,86.0418755849,88.7271623092,4.71910051916,89.312149118,46.4655
131.433,0.871328,66.93,125,62.5491,239.480452881,-2.24084638998,752.90285309,151.326688486,131.274,95.5395102492,131.403769862,70.995330247,125,-134.84,131.29112971,35.5954538607,90.5829559608,4.74273992047,126.949536852,46.6222
132.271,0.865667,68.4315,126,62.799,372.081745122,-141.418370948,1092.71525184,166.902468282,132.123,112.17760054,132.242118376,62.2532300119,126,-135.893,132.145626249,-16.6315463554,150.01039087,4.84881911029,145.579237031,46.7809
133.092,0.861583,75.0576,127,63.0606,271.766898175,-26.3953454301,569.634397197,168.706672888,132.93,114.074095308,133.054767597,75.7912586518,127,-136.625,132.949417617,-76.2683432678,102.984573409,4.91819745294,107.723100636,46.9498
134.041,0.852847,75.4726,128,63.3341,216.004209139,-48.7718437793,512.817548056,219.443526642,133.889,69.842171371,134.009958544,87.0889440478,128,-137.583,133.914871232,76.1714276174,74.4447560564,4.93770354555,104.325618589,47.0958
135.116,0.905774,74.1609,129,63.5809,541.810285856,4.98657401615,1184.54740618,286.534372705,134.983,148.506141711,135.091340861,90.2010439963,129,-138.718,135.001879384,134.705804129,176.252804207,4.90178269576,188.363497181,47.2519
135.909,0.870842,74.2662,130,63.8277,286.932526304,-0.360464877992,488.182532488,145.035450167,135.772,116.976589872,135.892117067,68.3463733049,130,-139.404,135.796614761,-40.274467012,109.774160144,4.93748926583,97.4395591685,47.4246
136.811,0.888692,72.9113,131,64.1265,227.67699137,-15.9880675347,445.4163672,200.179838345,136.67,77.0411903167,136.784572343,80.1276017109,131,-140.317,136.684338172,-109.331536554,71.5430049112,4.90816451886,113.12593547,47.6045
137.359,0.849926,74.1939,132,64.3825,409.943272357,-6.47176674801,472.711674541,164.202598673,137.218,159.553970613,137.335064561,78.3944252945,132,-140.954,137.235185355,-2.8730173218,164.89299502,4.94010413843,76.5708693381,47.7483
137.965,0.940929,77.265,133,64.5733,273.314579059,4.168438761,1060.92538045,353.970239768,137.817,179.372714815,137.938731698,90.0390365059,133,-141.541,137.836469764,-60.82608748,101.003176437,4.99629530374,253.40822273,47.9005
139.167,0.8397,75.4457,134,64.7997,290.969259546,0.223927652663,947.85977321,147.532078479,139.017,131.618885118,139.140613829,53.8916716387,134,-142.708,139.04006835,-80.6361566052,99.2273569701,4.99013873762,154.025378994,48.0199
139.935,0.893087,76.0785,135,65.0757,300.703481642,-2.50229409229,855.368296553,282.46635178,139.781,101.129367573,139.902956174,105.251614227,135,-143.479,139.798523222,133.548081461,93.9852317518,4.98670603058,104.707263643,48.2026
141.317,0.912785,82.0936,136,65.3044,330.573149797,8.50084374511,1035.40738403,256.156027158,141.165,119.643408987,141.29066319,92.3464588002,136,-144.817,141.186593897,108.711466757,90.5968794391,5.07682540373,145.071724158,48.3565
141.262,0.890685,79.171,137,65.5768,333.35956381,-0.946013889221,354.422872302,198.13198969,141.107,119.730739498,141.239339072,90.1828265203,137,-144.711,141.133520896,103.77303357,135.061680204,5.05686730887,71.7418911953,48.4845
142.309,0.856472,85.401,138,65.8111,229.688476651,-1.15427908209,541.11872767,129.988008362,142.151,102.167662383,142.281746218,32.870326987,138,-145.837,142.17212248,-449.271939328,84.269030012,5.18788338576,182.963700831,48.6347
143.047,0.900511,84.5027,139,66.0375,293.632325039,-1.91510502043,516.866059376,247.917959676,142.891,92.0605104728,143.009911136,114.01053633,139,-146.593,142.90979274,83.2410313916,111.393952406,5.14737209526,89.042058401,48.7885
143.922,0.86632,79.9894,140,66.278,439.847460308,-101.372971326,424.744218599,180.323041996,143.768,116.404934887,143.888166636,71.0200855249,140,-147.472,143.790213868,69.1080803198,148.602808491,5.10279072348,76.6660855646,48.9472
144.505,0.895343,85.8557,141,66.5037,641.356287671,0.749186426826,566.057076104,261.460199446,144.355,178.414651057,144.47250994,82.1246289677,141,-148.121,144.377200782,28.7250620033,202.218674511,5.1839845153,118.390274023,49.0844
145.745,0.897125,83.9981,142,66.731,309.875785614,-63.8564699287,553.963627987,202.967061062,145.606,148.773593674,145.720951801,82.7226983293,142,-149.283,145.624616588,78.8569858486,123.653344834,5.20591666985,94.2714671208,49.2661
145.799,0.866787,84.8434,143,67.0115,422.273675271,-1.76599584409,1050.63986938,155.312119872,145.652,165.459874759,145.776618805,45.2300254853,143,-149.35,145.683669104,-49.4160628031,141.372124376,5.22074121298,184.674557933,49.3904
147.045,0.884593,85.2818,144,67.2365,345.634204425,37.6683297958,626.872824458,162.425258173,146.907,195.160915086,147.001762191,49.2027471821,144,-150.633,146.920568773,4.09680567463,104.12614664,5.25087573937,110.262080016,49.5434
147.818,0.895464,82.9042,145,67.5041,389.808860601,-4.50430450105,511.717993813,229.485210392,147.674,117.659943933,147.776580396,105.217608925,145,-151.383,147.693673512,73.3556480759,143.529198484,5.23349909229,82.6983183862,49.6892
148.273,0.908786,76.9859,146,67.6884,261.711369256,-2.33005950062,1147.26894593,302.423627967,148.131,125.230616409,148.228355823,91.6221052124,146,-151.847,148.151665322,60.4733150638,103.710231267,5.16540229571,250.931396533,49.8581
149.557,0.871391,91.8942,147,67.9401,270.750912661,4.46284174465,369.712366695,99.8054495911,149.448,124.998426032,149.527917262,37.9405208898,147,-153.159,149.472152881,-173.859733065,84.7781922199,5.35239787451,122.262967135,50.0196
149.9,0.882341,88.7663,148,68.1767,407.761692563,-2.06828068458,480.781439579,182.61424982,149.787,143.130366767,149.865567352,69.7848027238,148,-153.569,149.803248821,-79.042177493,139.329523326,5.27283605234,122.419843639,50.1901
150.757,0.904294,86.4946,149,68.4165,199.901370656,-147.979938457,959.711531109,258.061334017,150.643,50.0122229392,150.730356686,87.1948739311,149,-154.423,150.667001266,-292.331226307,105.700109708,5.21606331023,188.646041124,50.3459
151.417,0.889477,83.6593,150,68.6271,196.105490764,6.04029019228,507.502659395,197.608031409,151.304,99.2534417846,151.389386336,90.4587673921,150,-155.099,151.325576482,-56.8332051198,82.0320215334,5.19548585147,102.051648698,50.4398
151.954,0.87137,79.2739,151,68.8089,304.683363297,-9.53158234201,709.032748881,242.393581348,151.842,126.285710829,151.919431302,85.0951656468,151,-155.615,151.857712796,9.29850561304,98.3153262511,5.13884381209,114.346717882,50.5628
152.876,0.926278,86.3449,152,69.0468,344.796317417,2.88075732836,1135.81386874,326.164657408,152.755,169.617260475,152.850668358,74.1911650007,152,-156.533,152.781644243,64.5174579119,130.266814723,5.22814281209,289.354128656,50.7218
153.489,0.901128,92.2825,153,69.234,357.315021965,-0.642348758037,1021.73608534,101.826536935,153.365,125.600316393,153.45389748,-0.49728140714,153,-157.213,153.386136222,-184.862650885,105.93437975,5.27236896725,275.230192337,50.851
154.442,0.904633,87.0684,154,69.4421,337.005229816,-12.6310863584,459.953359362,176.152317351,154.327,93.5209916302,154.412740092,54.9330734551,154,-158.074,154.35248098,-235.481064799,115.200941857,5.24703250225,147.118470633,51.0319
155.045,0.889408,89.9183,155,69.665,355.133356351,12.9414028324,373.543915531,138.783732354,154.934,104.850550614,155.016748366,56.5009725839,155,-158.721,154.95812074,-137.887411957,101.187885056,5.2766359311,100.227421429,51.1156
155.889,0.886557,81.8124,156,69.8541,288.002976968,-2.26717666997,386.265640522,147.36225182,155.788,156.946547001,155.859547024,80.016979572,156,-159.51,155.801283645,-27.4469081677,86.6507748591,5.2031599206,73.7070365253,51.2431
156.145,0.929694,91.2963,157,70.0705,263.727237192,-159.542350104,966.878896319,258.768410144,156.03,86.57009811,156.107813917,108.536047618,157,-159.784,156.04555412,68.5977160397,116.480822084,5.29208618593,125.351100887,51.3478
156.772,0.896649,91.3657,158,70.2996,216.235058692,-22.8912434234,1191.95010294,205.922388911,156.666,93.2809891451,156.746976746,34.9107000275,158,-160.452,156.688764539,-165.731912229,89.4089969604,5.29890473655,247.47181343,51.4805
157.44,0.89679,86.5537,159,70.5323,324.407256216,16.0014671615,558.796571622,197.737781856,157.326,125.638960592,157.4063371,95.2642335933,159,-161.066,157.343965749,54.2166733852,101.779571213,5.28722344656,101.255239279,51.6136
158.424,0.904472,89.599,160,70.7348,377.130287005,4.96519803081,547.729881089,155.518275155,158.309,146.977824184,158.388695164,73.2919938473,160,-161.998,158.328535673,49.7066855715,105.759484092,5.33446804252,90.9961450291,51.764
158.813,0.888461,90.121,161,70.9132,282.62194627,20.9211832374,729.323670737,157.552969697,158.685,135.661868422,158.780241342,58.3901229745,161,-162.501,158.711585484,-112.537999223,98.5600021711,5.33761688706,150.239253878,51.8903
159.385,0.89415,83.5252,162,71.0891,162.586858807,11.6819310663,538.887523497,229.995209703,159.269,88.8943232532,159.345781104,92.5930984264,162,-163.147,159.282421721,80.4793044229,52.0013126706,5.27286900609,103.303065521,51.9972
160.238,0.951954,94.0076,163,71.2388,219.059281924,-8.65934416135,1164.28589828,763.58572228,160.113,78.73848243,160.206660928,90.7174495848,163,-163.923,160.132528256,177.63671131,69.0500355406,5.32402048364,291.710539453,52.1524
160.708,0.862011,95.0791,164,71.3907,358.488847051,-0.954412428161,571.105485735,168.842682711,160.569,170.923151626,160.664429521,66.3268683462,164,-164.417,160.58803494,-195.065622064,149.661906054,5.33569852136,102.247263284,52.2565
161.263,0.923992,95.9222,165,71.5782,321.418193133,8.65448873883,1026.71453138,155.46920302,161.136,153.25170522,161.23676601,59.9748612307,165,-164.976,161.158018422,-250.519781408,122.833531706,5.37121828437,167.350201114,52.4089
162.254,0.915981,95.6115,166,71.82,340.031714165,-0.444849656004,365.183841121,126.202142729,162.123,114.39710868,162.218328668,61.2723919359,166,-165.921,162.143473677,20.1986286642,123.749103159,5.39313015216,75.9791564612,52.5451
162.655,0.928719,97.3338,167,72.0777,288.524210566,15.0094655493,455.291325589,157.864009604,162.521,111.157811359,162.623843684,80.2953804602,167,-166.306,162.541631084,-10.9400110455,104.563736174,5.42332480653,70.1353531122,52.6414
163.455,0.887002,91.6612,168,72.2653,407.255872981,9.79766471433,634.021262865,170.979932333,163.324,185.958116422,163.420065053,62.6070818065,168,-167.123,163.347497435,-83.4613607377,140.140141922,5.32428900115,138.26510434,52.78
163.991,0.882672,95.5621,169,72.4516,446.164553497,2.06153795871,453.926721162,137.357955121,163.84,177.265704883,163.953079358,47.151417559,169,-167.681,163.865110876,-71.8503545259,136.472826533,5.4045779769,122.206424099,52.9037
164.561,0.911833,97.2885,170,72.6198,348.792980854,2.86574163517,1004.5825665,309.899898442,164.404,147.151753927,164.503830995,71.5028346607,170,-168.248,164.417927228,16.7059543274,108.671307131,5.40965361387,260.57671034,53.0019
164.858,0.89084,95.5428,171,72.8187,282.385723092,-1.83494358199,1084.60797656,384.468353849,164.708,93.4002609777,164.81396874,80.2884643257,171,-168.548,164.733091783,112.192400251,114.145313141,5.4206318075,250.343100804,53.107
165.681,0.880843,99.8413,172,73.0374,274.320820172,-59.7401153347,511.43505314,167.091885293,165.531,41.8980684869,165.637794538,88.2984889484,172,-169.302,165.545940028,45.6183248208,112.489513312,5.44201789204,80.4827043728,53.2463
166.501,0.898934,90.4895,173,73.2326,249.837650852,-11.5564581012,733.975275818,227.942068074,166.351,95.6084481836,166.471642579,88.8937589139,173,-170.162,166.374187304,14.5971801965,92.8333941004,5.40108925706,126.442498166,53.3195
166.422,0.906754,94.0452,174,73.4181,403.040841463,52.6856806282,340.543139069,142.552481244,166.273,160.333777292,166.384188701,79.1060194194,174,-170.098,166.294218305,-66.1346691181,98.0999713192,5.42844828848,68.6623207544,53.4329
166.83,0.913434,95.5312,175,73.6194,329.788232098,30.5817432937,619.647648798,214.986320669,166.669,173.970536865,166.786887862,87.0707416466,175,-170.474,166.685164192,90.3570739217,120.468131808,5.44798785365,116.256979606,53.5201
167.498,0.867083,100.706,176,73.7786,538.267861442,61.8825376969,537.616939402,173.117451081,167.349,196.342408999,167.457626468,68.6809911106,176,-171.089,167.367604792,-114.921846022,145.755435252,5.49401651797,126.959303196,53.6197
168.234,0.880355,96.6848,177,73.9712,625.42593169,2.52507522284,571.652920651,217.612039597,168.073,198.989434589,168.183560745,62.6810677286,177,-171.904,168.089734916,-36.4395956137,245.459185679,5.45419122595,152.071337565,53.7424
168.522,0.903349,98.0498,178,74.1396,601.841771466,-91.2849156283,617.668758927,279.650257517,168.375,178.047733001,168.483345499,92.9069660647,178,-172.043,168.397728119,-52.4404057297,234.634032546,5.51591402358,143.058200432,53.8571
168.833,0.884101,96.0922,179,74.3278,276.193830257,8.42421012797,972.189191705,153.616067449,168.669,138.466712485,168.774169569,30.0683653177,179,-172.368,168.680834195,-150.188976457,103.090009824,5.47101912251,234.444757701,53.9736
169.338,0.895121,95.8582,180,74.562,223.033984506,-0.179394158758,990.792775146,272.935065259,169.199,71.2810045283,169.303317854,84.8648353696,180,-173.025,169.221846371,-120.625054653,74.1345002928,5.44078856062,212.643088935,54.1254
169.501,0.901456,99.2601,181,74.7567,285.751197909,40.1633699583,1007.05034591,345.332293439,169.34,148.725072715,169.437033284,85.8208264651,181,-173.081,169.356397084,-65.9889948834,95.9551652076,5.55961202698,261.122681105,54.2565
170.313,0.874226,90.6985,182,74.9025,300.038334995,-50.6128379144,953.29187245,362.115059834,170.17,91.3744246049,170.272041885,82.2531744584,182,-173.95,170.189694375,-60.1189169965,126.583700787,5.45016874759,217.837666507,54.3542
170.941,0.905634,94.7617,183,75.0659,346.404016711,6.0016055133,615.82261644,274.18969656,170.795,100.685154751,170.901070806,110.823182884,183,-174.565,170.81895196,-5.712342145,120.174805089,5.40702583315,120.365698494,54.4729
171.185,0.922905,94.4747,184,75.2575,332.345774807,-66.7610201668,603.370836722,333.883177219,171.044,83.6543743878,171.151135251,135.841821328,184,-174.723,171.050734,77.7510442467,136.712895394,5.3927086162,142.677166713,54.5631
171.335,0.908944,100.031,185,75.4842,302.411806966,98.7206218123,938.136270163,265.449038959,171.171,230.388913004,171.296543971,81.6160766504,185,-174.858,171.197320805,-54.638628266,78.5367551822,5.47632758591,210.019221622,54.6695
171.495,0.912438,114.524,186,75.6859,282.661568125,-1.6167721399,484.379513464,82.4227511756,171.351,88.0874490821,171.456840136,-4.04449407206,186,-174.972,171.37285056,-132.896908133,99.2002972896,5.63132963486,112.201551935,54.789
172.111,0.867886,104.149,187,75.8532,416.458821675,-0.597996785722,801.125462554,231.655643593,171.963,108.030479271,172.063205339,107.527647366,187,-175.692,171.980527114,136.492619189,126.536920682,5.55671038578,120.352897529,54.8935
172.798,0.890425,100.159,188,76.0834,324.676776928,9.82924547566,927.936688205,185.38306321,172.645,108.958549055,172.735637575,62.6158706602,188,-176.453,172.658601413,-25.7316408811,127.818203656,5.45173933495,156.058141492,55.002
172.786,0.917291,107.112,189,76.2693,222.608843079,-4.12250952274,965.149002751,146.559151494,172.656,69.8529291651,172.745302749,46.3065601191,189,-176.419,172.675843297,-183.444598809,70.7797455072,5.57752836575,223.0267353,55.1172
173.32,0.933913,103.444,190,76.4416,348.612068347,-1.24345371589,1124.94886345,398.227185607,173.2,104.167128443,173.287146961,78.5318234698,190,-176.916,173.225223487,-7.35923330225,119.759355681,5.5041853222,302.114087978,55.2324
173.492,0.943898,104.719,191,76.6034,387.554984276,-1.32800537843,1107.79448361,391.730320365,173.365,99.9138541404,173.446393703,108.45637088,191,-177.115,173.380342986,11.2686478949,102.084576407,5.5543133547,269.910269059,55.3447
174.019,0.897383,110.649,192,76.7838,168.128471889,-78.9508295667,705.609705581,214.456769701,173.908,50.3495226422,174.006148283,84.3391095544,192,-177.641,173.941970238,-46.7380841354,66.2943746256,5.65554862455,159.078152767,55.418
174.38,0.928142,106.852,193,76.9127,587.629193572,-1.02014609792,1050.22095135,210.875340353,174.248,230.88274379,174.331926784,53.6491780872,193,-177.927,174.260490839,-158.251089204,230.293392945,5.51538715593,263.483190827,55.5317
174.526,0.901635,99.6665,194,77.0755,160.771648268,6.24377605551,757.360882334,208.622106529,174.396,56.0458542699,174.477663295,63.1313774754,194,-178.106,174.412228625,-68.7807851936,45.5824319398,5.50385484527,179.376943913,55.6261
174.727,0.912732,105.117,195,77.2585,354.930350124,-31.3701135476,950.003836449,193.237840451,174.597,115.819291635,174.692013233,51.3151701813,195,-178.255,174.623988481,-99.7188768145,140.192698687,5.54678676113,227.731739273,55.7599
174.816,0.894798,102.109,196,77.4836,389.770650402,-3.63695823286,674.302664067,120.652347664,174.679,101.021106577,174.766124762,66.8908500862,196,-178.566,174.698500291,76.6066361446,114.847911392,5.53905961448,77.7874557863,55.8979
175.203,0.92168,107.766,197,77.6637,291.287435978,-0.836070216589,1256.32655288,358.586151877,175.063,109.398859898,175.137490116,76.7948719189,197,-178.885,175.078009778,19.8292316377,96.3192813116,5.55992016572,314.062863275,56.0124
175.652,0.932545,101.563,198,77.8209,350.656746473,3.92240278262,1253.72777801,402.064044482,175.543,156.555015694,175.621455833,74.0257384433,198,-179.314,175.557867527,66.7391584455,121.627647066,5.53630356317,310.419817888,56.1278
176.077,0.923414,101.439,199,78.0104,519.373481237,-0.627679397976,1047.26440377,361.77497594,175.951,207.39093463,176.038828131,72.274192165,199,-179.814,175.973696101,-27.2281911741,169.891961381,5.55886534236,257.386476788,56.2459
176.829,0.910923,115.855,200,78.1638,641.819243985,3.89201886834,990.115583074,312.138949621,176.702,229.880010467,176.777014697,89.3585118845,200,-180.55,176.720590163,-17.8533730018,221.390460381,5.65716142122,217.221371197,56.3553
